id,SalePrice
2,122457.89452169836
4,262864.92441947013
6,193085.61853678152
7,208008.7802920118
17,232082.28439878672
18,340964.1894130036
22,187840.69794443995
27,110947.30326527357
31,103067.4293099828
36,134015.0496817939
39,341749.6242234297
40,251140.98412641138
42,295893.41939643025
46,211041.82257151976
53,159394.8986428827
58,172540.38897212595
61,294959.502961874
72,227009.9149814658
79,121234.99536366388
80,207947.83142623305
82,155856.18611378968
83,93200.299295526
85,156052.98796450347
88,123488.64063931257
92,291006.2131794654
93,294703.17984058335
95,178206.9482334666
102,198768.79647568613
103,166335.9288710244
106,244280.11386625096
107,162482.4117370285
110,234768.86095860228
114,204718.30646774545
116,201973.1415366754
117,159001.54628642648
118,152877.14962790534
125,145735.92131030932
126,197675.11967221275
127,121564.2932413593
128,229002.141258616
134,138485.31915910542
135,180347.09944596514
137,286613.86955208704
143,147575.7234632522
147,141960.2796837017
148,201335.0675265193
150,103307.63975664228
156,142373.70575261116
157,113564.16036616638
159,173393.46250614896
161,273339.4998340979
167,127348.32867738977
170,136462.75364014506
171,82521.81663743407
175,74294.20774182677
179,132339.2473697327
181,107289.64840461314
186,210949.439649567
193,217223.10204384103
194,62673.34530891478
206,104128.38871586323
208,135949.56973393634
210,181203.6294324547
211,92804.36102432385
212,125698.35711256042
214,108638.15521090478
215,122687.98423906416
217,162217.5495359935
222,139048.0675391592
227,143520.49195964262
228,167953.31184385717
233,248598.12548241392
235,120348.06689528003
238,137928.55716377124
241,168569.78929182887
252,193812.34105467424
253,190037.38355749473
256,142513.08441404253
257,147799.39754281566
258,201704.4470528029
259,186301.00716809183
261,153449.83919744194
263,115688.80681445077
266,231708.9538202025
267,227493.18114730343
270,151386.57209467143
271,255229.18730401993
276,110093.21121226624
285,171357.34851896763
288,45224.64786937833
289,118339.98457767814
290,108319.50649971515
291,127779.58529932424
292,126195.15848242119
293,195519.59650984034
294,242398.19072326645
295,189374.77952339128
304,124135.13289988413
322,295813.86912091076
326,166500.11867241934
327,73587.05553634465
328,113642.14769889414
331,33754.35261338949
332,48514.2533284761
333,63960.67874038592
335,155244.89377934113
337,176831.51558556408
342,134807.36576304212
343,211671.10656795278
347,188853.3125809133
350,341127.30213094875
352,219543.06134572253
358,173812.48641145602
359,179893.7393829301
360,160718.16879037768
368,307109.126079306
369,258734.75035374984
373,220769.63088779524
377,276716.8699452616
383,177939.92504768074
386,235377.3469545953
387,238830.45027702674
390,186857.10207248107
391,163563.00006741658
395,161683.6241628267
397,135052.7344903387
398,114696.00559912995
401,110318.39735632017
404,133439.6375905797
408,104465.09831573069
409,136469.4497989118
410,142908.26952717453
418,135074.7526305765
422,398564.38074368984
427,315229.47379236296
431,370409.90956651047
433,452840.9382420927
437,330772.9378088191
438,273022.3808914162
442,330518.95784907043
447,226819.62515908852
459,305821.9644615203
460,252848.01581764966
464,191244.43995181844
465,183949.81208292022
467,177117.44521639496
468,179071.12996487692
474,166389.55362720788
480,197864.09516328946
481,202285.69993124157
483,218236.16259745136
488,189078.13563656434
492,190463.58378619328
494,167422.00289855525
499,344903.6899994351
500,290152.9488530643
501,312336.9260145277
503,263857.7580949031
506,235273.10784159228
508,268493.0442798026
511,299799.5386908725
515,244417.24041147903
519,244150.91462469846
521,279214.39013116807
530,233124.29707645252
532,235837.1284476407
534,195758.34790951014
540,189208.01937547326
541,130818.48473630846
551,158778.29357133433
552,168944.8421787396
554,101194.04573978856
555,109528.19327595457
556,137983.96759594604
557,129463.74736527354
565,235063.28504027054
566,273018.26949262246
567,139943.0153211616
569,210206.03167507425
570,205176.15904629603
574,230108.37549333274
575,300258.1183838174
576,214632.74173848704
577,226713.46713878587
578,245845.4279459007
583,249105.0606997572
584,233470.22226208448
585,170433.5944900401
587,216006.00885954127
593,226831.14272034913
597,233455.99044428393
598,192048.90015855432
599,158569.80687854812
600,103013.95168888196
605,167002.33283164352
607,171926.74325162917
608,176854.64695912227
611,177771.90995096788
616,115454.95454298332
625,190988.28952488676
629,190199.51716798544
630,124326.2194253467
631,141995.5143749155
640,211923.8229090795
642,180759.1227092147
643,133392.0158610791
646,98174.70981226489
647,172989.40973494947
655,48324.20179962367
659,93900.18312643468
663,13793.62816169113
665,95210.30122293532
667,230666.74512513727
673,169772.73590449244
676,112057.70366268605
680,156862.38110817596
682,132733.44015706703
687,153954.55185439438
688,174619.73767691106
692,141979.12166903913
693,101624.89665844291
695,167034.59982620925
697,120667.07707412541
700,170283.86395942047
702,152099.8467138447
703,161405.2543531768
704,112126.31090891361
712,69506.56244412065
713,78632.4909253493
717,259139.06191946194
720,206857.54025738686
721,51038.37146264687
726,149419.67894081026
733,113435.76630889997
736,127680.87316233665
738,101001.46697818115
741,126143.67516533658
743,21325.29796225205
745,98996.71677239612
750,139920.25919129327
756,76832.58338505402
757,129467.03729961067
758,173344.45853925496
760,73777.2023469992
765,145718.28290382773
775,125767.93570029736
776,125496.2444507964
780,175575.02610624582
783,217807.21374563873
790,114428.12370143458
795,71131.32629514113
796,119406.85142830014
797,157323.82451465726
798,119280.92205727845
804,216733.0712847449
805,229039.96305889636
806,250524.4090450704
808,113186.4633670859
814,182915.2906650342
818,285623.3230542131
821,262555.593088679
822,319109.6005665101
825,314388.3088555373
827,262788.20121124014
830,211169.18188726157
834,237366.38895987347
835,188285.29457578436
842,148302.36705564708
845,215526.09488324448
852,218857.50141809508
857,133037.7986781262
858,141135.32903021201
859,119114.86893462017
860,129326.12315127999
861,114807.86116161197
864,263046.98331790045
868,200167.94428619742
869,212418.77041328326
872,297448.22183889523
873,233342.9001732394
885,94105.74953606725
890,121316.23265714198
895,78376.26680902019
899,54103.96419881657
906,123855.20974458382
918,132686.72778565064
923,151492.8361740224
925,92955.95751839504
927,118063.0300547108
932,234831.98980558664
933,110562.59978659451
934,137199.25568854064
942,86060.05752387643
947,256438.2595828548
948,285723.8985520527
951,148072.45078204945
957,406643.9850236513
958,301931.5919279903
959,209020.0940537341
963,205883.0057710111
967,213071.3393647261
968,338254.16519743204
971,161397.14000766352
972,174796.24845980108
976,59269.85855219886
978,47110.77056553215
979,81823.68592017889
984,111104.23276865855
986,163611.8580569923
991,230631.74139879644
996,207085.0407207124
1001,247525.77031221613
1007,207806.63147003204
1008,195360.8524705656
1009,206393.16203502938
1014,185673.92911388353
1022,257746.70356419683
1024,203307.18010753393
1027,128394.81923233718
1030,177320.9234207198
1032,174501.79154923186
1035,154337.77826266363
1042,127431.76312975958
1047,135229.50630654767
1050,110486.26614501327
1055,291176.85949615017
1059,387018.80417974293
1061,354193.5616082959
1064,448804.5608959645
1077,213524.83723835647
1081,231172.2462970093
1092,221834.80418423563
1093,204090.6159015037
1095,210464.9491030723
1099,299034.59626775235
1101,299955.74783593044
1103,346882.8786938563
1109,282889.04369250685
1112,212748.07293739542
1113,253029.62657232955
1114,257599.53294797987
1116,265553.9636698477
1117,219459.3633950241
1119,280164.2753427103
1121,224175.9881205149
1122,201787.72371966392
1125,275238.98778637126
1137,193079.91274606436
1142,240297.91827295348
1144,192965.21164944395
1145,203666.53972203285
1147,189990.63495744392
1148,189456.03073769063
1149,153231.6823621951
1150,119248.87878944725
1153,112995.13627701625
1154,102959.68783762679
1159,359655.5875878781
1161,155692.45758171752
1167,166499.2530056499
1171,271216.40257713944
1174,177259.6649278812
1188,200765.6596865654
1189,183726.47176701203
1191,144731.08379860222
1195,135018.81978628412
1199,193095.33426801488
1201,196160.5365867056
1204,216939.86258090287
1211,172841.99783772603
1214,175249.60416203365
1219,145914.00574837625
1220,32813.0233341828
1227,194670.29964606836
